warehouse_id,name,location,capacity
817,Storage Facility S - 675 Main Way,Storage Facility S - 675 Main Way,6831.03
818,Regional Warehouse O - 8522 River Place,Regional Warehouse O - 8522 River Place,38243.35
819,Regional Warehouse P - 1492 Fourth Avenue,Regional Warehouse P - 1492 Fourth Avenue,11579.76
820,Regional Warehouse H - 622 High Way,Regional Warehouse H - 622 High Way,48497.41
821,Storage Facility Q - 2804 Market Place,Storage Facility Q - 2804 Market Place,20797.55
822,Processing Center Y - 545 First Lane,Processing Center Y - 545 First Lane,13014.05
823,Distribution Center E - 2541 Pine Place,Distribution Center E - 2541 Pine Place,49505.23
824,Distribution Center D - 4161 High Lane,Distribution Center D - 4161 High Lane,5484.88
825,Processing Center Z - 7628 Church Way,Processing Center Z - 7628 Church Way,38356.09
826,Distribution Center F - 2813 High Circle,Distribution Center F - 2813 High Circle,36954.95
827,Central Depot M - 8283 School Place,Central Depot M - 8283 School Place,1899.4
828,Fulfillment Center Q - 7758 Elm Lane,Fulfillment Center Q - 7758 Elm Lane,1864.34
829,Processing Center K - 1508 School Road,Processing Center K - 1508 School Road,15056.7
830,Logistics Hub L - 212 Third Court,Logistics Hub L - 212 Third Court,14486.43
831,Fulfillment Center Q - 5994 Maple Road,Fulfillment Center Q - 5994 Maple Road,39510.5
832,Regional Warehouse H - 4209 Pine Avenue,Regional Warehouse H - 4209 Pine Avenue,38428.42
833,Storage Facility W - 3869 Washington Avenue,Storage Facility W - 3869 Washington Avenue,43544.13
834,Storage Facility Q - 5751 High Drive,Storage Facility Q - 5751 High Drive,42870.78
835,Distribution Center B - 2377 Cedar Circle,Distribution Center B - 2377 Cedar Circle,10083.27
836,Fulfillment Center B - 2157 First Lane,Fulfillment Center B - 2157 First Lane,11260.67
837,Supply Chain Hub H - 2315 School Court,Supply Chain Hub H - 2315 School Court,11567.95
838,Central Depot U - 4449 Oak Way,Central Depot U - 4449 Oak Way,28066.04
839,Processing Center W - 3005 Third Way,Processing Center W - 3005 Third Way,43079.97
840,Processing Center D - 737 Valley Court,Processing Center D - 737 Valley Court,20832.53
841,Processing Center V - 6335 Oak Court,Processing Center V - 6335 Oak Court,18148.67
842,Central Depot E - 6936 Church Way,Central Depot E - 6936 Church Way,18870.3
843,Regional Warehouse L - 8631 Park Road,Regional Warehouse L - 8631 Park Road,23027.47
844,Fulfillment Center G - 9063 First Road,Fulfillment Center G - 9063 First Road,45199.36
845,Fulfillment Center I - 2615 Lake Boulevard,Fulfillment Center I - 2615 Lake Boulevard,29549.02
846,Central Depot M - 4369 Second Street,Central Depot M - 4369 Second Street,1823.06
847,Regional Warehouse P - 2935 Main Drive,Regional Warehouse P - 2935 Main Drive,49211.35
848,Regional Warehouse M - 4902 Market Lane,Regional Warehouse M - 4902 Market Lane,9179.79
849,Distribution Center C - 1970 Church Road,Distribution Center C - 1970 Church Road,25439.71
850,Fulfillment Center F - 7281 Washington Avenue,Fulfillment Center F - 7281 Washington Avenue,31905.56
851,Distribution Center T - 449 Lake Boulevard,Distribution Center T - 449 Lake Boulevard,14634.52
852,Supply Chain Hub W - 3424 Park Circle,Supply Chain Hub W - 3424 Park Circle,26041.42
853,Central Depot T - 3164 Church Street,Central Depot T - 3164 Church Street,18631.96
854,Central Depot N - 2104 Park Avenue,Central Depot N - 2104 Park Avenue,9202.14
855,Central Depot O - 2713 Cedar Court,Central Depot O - 2713 Cedar Court,14039.32
856,Storage Facility F - 6669 River Boulevard,Storage Facility F - 6669 River Boulevard,10409.06
857,Logistics Hub M - 3780 Church Place,Logistics Hub M - 3780 Church Place,6402.87
858,Fulfillment Center D - 6691 High Road,Fulfillment Center D - 6691 High Road,39936.04
859,Processing Center N - 1539 Park Drive,Processing Center N - 1539 Park Drive,8442.52
860,Central Depot K - 6263 Washington Circle,Central Depot K - 6263 Washington Circle,23753.84
861,Processing Center E - 217 Lake Boulevard,Processing Center E - 217 Lake Boulevard,20925.93
862,Supply Chain Hub D - 5057 Hill Circle,Supply Chain Hub D - 5057 Hill Circle,35350.23
863,Distribution Center C - 3924 First Street,Distribution Center C - 3924 First Street,46375.38
864,Central Depot W - 8366 Elm Place,Central Depot W - 8366 Elm Place,2249.68
865,Storage Facility I - 8719 Elm Drive,Storage Facility I - 8719 Elm Drive,4400.2
866,Processing Center B - 3869 Elm Drive,Processing Center B - 3869 Elm Drive,1970.91
867,Fulfillment Center H - 8692 Church Circle,Fulfillment Center H - 8692 Church Circle,18882.77
868,Regional Warehouse I - 8789 Second Drive,Regional Warehouse I - 8789 Second Drive,43845.93
869,Supply Chain Hub S - 8437 Church Place,Supply Chain Hub S - 8437 Church Place,17723.63
870,Central Depot D - 4196 Lake Street,Central Depot D - 4196 Lake Street,28725.21
871,Central Depot L - 5997 Oak Boulevard,Central Depot L - 5997 Oak Boulevard,28400.84
872,Logistics Hub Y - 5264 Third Avenue,Logistics Hub Y - 5264 Third Avenue,45338.62
873,Logistics Hub B - 5554 Valley Lane,Logistics Hub B - 5554 Valley Lane,1184.43
874,Logistics Hub W - 2927 Maple Circle,Logistics Hub W - 2927 Maple Circle,19091.37
875,Processing Center M - 7715 Main Boulevard,Processing Center M - 7715 Main Boulevard,28325.58
876,Logistics Hub Z - 3289 Lake Court,Logistics Hub Z - 3289 Lake Court,36695.43
877,Fulfillment Center U - 681 Third Place,Fulfillment Center U - 681 Third Place,41827.01
878,Distribution Center S - 9070 Washington Lane,Distribution Center S - 9070 Washington Lane,4812.11
879,Distribution Center A - 8593 Second Court,Distribution Center A - 8593 Second Court,7351.58
880,Storage Facility S - 7459 Valley Circle,Storage Facility S - 7459 Valley Circle,28541.15
881,Logistics Hub C - 6866 Pine Circle,Logistics Hub C - 6866 Pine Circle,44909.85
882,Storage Facility I - 142 First Boulevard,Storage Facility I - 142 First Boulevard,26462.76
883,Fulfillment Center H - 8979 First Lane,Fulfillment Center H - 8979 First Lane,25898.06
884,Central Depot W - 8847 School Street,Central Depot W - 8847 School Street,38166.87
885,Fulfillment Center C - 4162 Pine Place,Fulfillment Center C - 4162 Pine Place,21386.91
886,Distribution Center E - 5304 Lake Avenue,Distribution Center E - 5304 Lake Avenue,22429.9
887,Supply Chain Hub T - 8013 Third Circle,Supply Chain Hub T - 8013 Third Circle,41098.73
888,Supply Chain Hub Z - 7425 Fourth Lane,Supply Chain Hub Z - 7425 Fourth Lane,42555.81
889,Fulfillment Center A - 5715 Washington Drive,Fulfillment Center A - 5715 Washington Drive,43244.46
890,Distribution Center K - 6093 Oak Court,Distribution Center K - 6093 Oak Court,15022.27
891,Regional Warehouse H - 4247 Pine Drive,Regional Warehouse H - 4247 Pine Drive,30241.71
892,Distribution Center J - 6025 Lake Street,Distribution Center J - 6025 Lake Street,42099.23
893,Logistics Hub M - 4557 Main Street,Logistics Hub M - 4557 Main Street,38343.79
894,Storage Facility C - 5113 Second Drive,Storage Facility C - 5113 Second Drive,7793.05
895,Central Depot G - 8871 Cedar Court,Central Depot G - 8871 Cedar Court,17903.68
896,Fulfillment Center D - 4590 Maple Way,Fulfillment Center D - 4590 Maple Way,18831.71
897,Supply Chain Hub W - 5125 River Court,Supply Chain Hub W - 5125 River Court,31304.47
898,Supply Chain Hub E - 8332 Pine Court,Supply Chain Hub E - 8332 Pine Court,24405.25
899,Processing Center S - 8609 Church Place,Processing Center S - 8609 Church Place,17960.6
900,Distribution Center I - 2611 Market Place,Distribution Center I - 2611 Market Place,48953.69
901,Storage Facility O - 6599 Maple Boulevard,Storage Facility O - 6599 Maple Boulevard,45200.66
902,Distribution Center R - 2796 Park Court,Distribution Center R - 2796 Park Court,40932.92
903,Regional Warehouse Z - 270 Church Way,Regional Warehouse Z - 270 Church Way,40629.01
904,Fulfillment Center L - 5256 Cedar Place,Fulfillment Center L - 5256 Cedar Place,24827.53
905,Central Depot U - 6441 Washington Street,Central Depot U - 6441 Washington Street,9572.54
906,Logistics Hub Y - 3846 Hill Place,Logistics Hub Y - 3846 Hill Place,1119.24
907,Storage Facility A - 4989 Second Avenue,Storage Facility A - 4989 Second Avenue,25737.88
908,Storage Facility J - 3752 Park Street,Storage Facility J - 3752 Park Street,29528.42
909,Fulfillment Center T - 6320 River Avenue,Fulfillment Center T - 6320 River Avenue,1530.92
910,Regional Warehouse V - 3722 Lake Place,Regional Warehouse V - 3722 Lake Place,28551.26
911,Distribution Center H - 6395 Fourth Place,Distribution Center H - 6395 Fourth Place,23400.53
912,Central Depot R - 5651 Park Avenue,Central Depot R - 5651 Park Avenue,18744.26
913,Storage Facility D - 5510 Washington Way,Storage Facility D - 5510 Washington Way,9045.49
914,Storage Facility G - 7891 Second Street,Storage Facility G - 7891 Second Street,38539.23
915,Distribution Center J - 841 High Drive,Distribution Center J - 841 High Drive,6300.63
916,Supply Chain Hub Y - 6975 Lake Avenue,Supply Chain Hub Y - 6975 Lake Avenue,15755.75
917,Regional Warehouse S - 407 Church Street,Regional Warehouse S - 407 Church Street,4086.21
918,Distribution Center E - 1548 High Street,Distribution Center E - 1548 High Street,2526.28
919,Storage Facility A - 3242 High Circle,Storage Facility A - 3242 High Circle,30707.79
920,Supply Chain Hub V - 963 Market Way,Supply Chain Hub V - 963 Market Way,20872.48
921,Regional Warehouse T - 2165 Fourth Street,Regional Warehouse T - 2165 Fourth Street,24426.25
922,Logistics Hub L - 4052 Fourth Way,Logistics Hub L - 4052 Fourth Way,12278.65
923,Central Depot M - 3901 Valley Lane,Central Depot M - 3901 Valley Lane,15403.37
924,Logistics Hub O - 7306 High Avenue,Logistics Hub O - 7306 High Avenue,13967.26
925,Storage Facility N - 4443 Hill Boulevard,Storage Facility N - 4443 Hill Boulevard,13332.73
926,Processing Center V - 8951 Third Boulevard,Processing Center V - 8951 Third Boulevard,39348.44
927,Storage Facility E - 2054 Hill Boulevard,Storage Facility E - 2054 Hill Boulevard,46223.04
928,Storage Facility T - 5402 Third Road,Storage Facility T - 5402 Third Road,47577.62
929,Logistics Hub G - 3664 School Drive,Logistics Hub G - 3664 School Drive,41468.45
930,Processing Center N - 8675 River Court,Processing Center N - 8675 River Court,45475.33
931,Supply Chain Hub M - 3114 School Way,Supply Chain Hub M - 3114 School Way,24996.42
932,Fulfillment Center S - 1975 Maple Way,Fulfillment Center S - 1975 Maple Way,31966.55
933,Storage Facility N - 5929 Hill Avenue,Storage Facility N - 5929 Hill Avenue,36626.95
934,Processing Center E - 5321 Washington Court,Processing Center E - 5321 Washington Court,20373.17
935,Central Depot I - 1848 Park Way,Central Depot I - 1848 Park Way,46104.64
936,Processing Center S - 1285 High Place,Processing Center S - 1285 High Place,8207.05
937,Storage Facility Q - 3626 Valley Circle,Storage Facility Q - 3626 Valley Circle,11891.51
938,Processing Center H - 6748 First Lane,Processing Center H - 6748 First Lane,32925.94
939,Distribution Center Q - 3555 Fourth Way,Distribution Center Q - 3555 Fourth Way,14436.27
940,Processing Center J - 3228 Second Avenue,Processing Center J - 3228 Second Avenue,22315.16
941,Distribution Center C - 975 River Avenue,Distribution Center C - 975 River Avenue,43643.85
942,Regional Warehouse B - 7571 Oak Lane,Regional Warehouse B - 7571 Oak Lane,16267.92
943,Fulfillment Center K - 5666 Oak Avenue,Fulfillment Center K - 5666 Oak Avenue,35306.06
944,Central Depot R - 3540 Valley Boulevard,Central Depot R - 3540 Valley Boulevard,23439.48
945,Storage Facility K - 2681 Washington Street,Storage Facility K - 2681 Washington Street,30882.58
946,Central Depot D - 4731 Valley Way,Central Depot D - 4731 Valley Way,34406.82
947,Supply Chain Hub P - 6002 First Circle,Supply Chain Hub P - 6002 First Circle,49535.31
948,Distribution Center P - 6351 Market Court,Distribution Center P - 6351 Market Court,33942.25
949,Supply Chain Hub Z - 4317 Pine Drive,Supply Chain Hub Z - 4317 Pine Drive,27491.91
950,Processing Center Z - 3689 School Circle,Processing Center Z - 3689 School Circle,29775.38
951,Storage Facility G - 4154 First Court,Storage Facility G - 4154 First Court,5073.35
952,Processing Center M - 2579 Main Circle,Processing Center M - 2579 Main Circle,41604.14
953,Storage Facility I - 1091 Market Way,Storage Facility I - 1091 Market Way,28264.9
954,Central Depot X - 1816 School Drive,Central Depot X - 1816 School Drive,14733.6
955,Central Depot U - 2305 Oak Place,Central Depot U - 2305 Oak Place,2327.18
956,Fulfillment Center K - 2525 Main Court,Fulfillment Center K - 2525 Main Court,44747.97
957,Storage Facility Y - 7604 Cedar Boulevard,Storage Facility Y - 7604 Cedar Boulevard,14357.72
958,Fulfillment Center S - 5007 Third Lane,Fulfillment Center S - 5007 Third Lane,29242.21
959,Processing Center Z - 2822 Church Court,Processing Center Z - 2822 Church Court,24952.87
960,Distribution Center L - 5401 Pine Road,Distribution Center L - 5401 Pine Road,15085.58
961,Logistics Hub Y - 5879 Fourth Court,Logistics Hub Y - 5879 Fourth Court,49746.44
962,Logistics Hub X - 3844 Washington Street,Logistics Hub X - 3844 Washington Street,22110.9
963,Logistics Hub A - 7443 Church Drive,Logistics Hub A - 7443 Church Drive,17585.49
964,Distribution Center E - 2110 Third Lane,Distribution Center E - 2110 Third Lane,15864.42
965,Processing Center E - 1482 School Road,Processing Center E - 1482 School Road,34164.13
966,Central Depot D - 8815 Maple Street,Central Depot D - 8815 Maple Street,38023.49
967,Central Depot J - 7456 School Circle,Central Depot J - 7456 School Circle,4245.4
968,Central Depot X - 7968 Oak Court,Central Depot X - 7968 Oak Court,48202.53
969,Distribution Center W - 2499 School Avenue,Distribution Center W - 2499 School Avenue,9779.65
970,Distribution Center X - 7232 Church Road,Distribution Center X - 7232 Church Road,22161.53
971,Fulfillment Center M - 6900 Second Avenue,Fulfillment Center M - 6900 Second Avenue,10086.75
972,Supply Chain Hub P - 4625 River Boulevard,Supply Chain Hub P - 4625 River Boulevard,34054.55
973,Distribution Center F - 5140 Second Place,Distribution Center F - 5140 Second Place,6790.31
974,Storage Facility W - 2549 Pine Boulevard,Storage Facility W - 2549 Pine Boulevard,13946.69
975,Supply Chain Hub D - 5434 Park Circle,Supply Chain Hub D - 5434 Park Circle,23462.83
976,Storage Facility M - 8857 River Court,Storage Facility M - 8857 River Court,27228.82
977,Storage Facility Y - 8662 Main Street,Storage Facility Y - 8662 Main Street,39124
978,Fulfillment Center M - 1141 Oak Avenue,Fulfillment Center M - 1141 Oak Avenue,19098.33
979,Processing Center P - 3241 Hill Road,Processing Center P - 3241 Hill Road,1638
980,Processing Center I - 881 Pine Place,Processing Center I - 881 Pine Place,22574.5
981,Distribution Center Z - 4348 Main Place,Distribution Center Z - 4348 Main Place,27188.27
982,Processing Center X - 8983 Cedar Drive,Processing Center X - 8983 Cedar Drive,9476.51
983,Regional Warehouse I - 4814 First Place,Regional Warehouse I - 4814 First Place,15230.67
984,Distribution Center G - 3561 Church Way,Distribution Center G - 3561 Church Way,3444.02
985,Supply Chain Hub N - 4495 Second Place,Supply Chain Hub N - 4495 Second Place,12928.54
986,Central Depot B - 6262 Park Lane,Central Depot B - 6262 Park Lane,8330.08
987,Distribution Center P - 8192 Cedar Road,Distribution Center P - 8192 Cedar Road,13540.03
988,Storage Facility D - 7485 Elm Road,Storage Facility D - 7485 Elm Road,49073.1
989,Processing Center C - 5030 Valley Way,Processing Center C - 5030 Valley Way,49740.99
990,Central Depot N - 7735 Maple Drive,Central Depot N - 7735 Maple Drive,15474.27
991,Regional Warehouse Y - 1998 Maple Boulevard,Regional Warehouse Y - 1998 Maple Boulevard,44299.2
992,Supply Chain Hub P - 798 Elm Drive,Supply Chain Hub P - 798 Elm Drive,31575.02
993,Distribution Center S - 5949 Hill Drive,Distribution Center S - 5949 Hill Drive,43231.8
994,Logistics Hub P - 4779 Lake Road,Logistics Hub P - 4779 Lake Road,13209.39
995,Fulfillment Center T - 8348 School Place,Fulfillment Center T - 8348 School Place,26550.36
996,Supply Chain Hub N - 5003 Park Circle,Supply Chain Hub N - 5003 Park Circle,21815.23
997,Supply Chain Hub O - 4075 Main Place,Supply Chain Hub O - 4075 Main Place,37169.19
998,Fulfillment Center F - 5992 Maple Circle,Fulfillment Center F - 5992 Maple Circle,14728.73
999,Logistics Hub I - 5080 River Place,Logistics Hub I - 5080 River Place,20961.28
1000,Processing Center B - 1083 Third Court,Processing Center B - 1083 Third Court,37210
1001,Regional Warehouse T - 3291 Main Place,Regional Warehouse T - 3291 Main Place,24392.39
1002,Distribution Center F - 854 Pine Road,Distribution Center F - 854 Pine Road,13868.25
1003,Storage Facility Y - 5348 Elm Street,Storage Facility Y - 5348 Elm Street,47343.76
1004,Logistics Hub M - 5955 Third Circle,Logistics Hub M - 5955 Third Circle,41203.1
1005,Regional Warehouse D - 7849 School Street,Regional Warehouse D - 7849 School Street,29295.05
